--------- beginning of main
07-12 19:34:04.964 12363 12363 I zygote  : Late-enabling -Xcheck:jni
--------- beginning of system
07-12 19:34:05.093 12363 12363 I ActivityThread: handleStopService: token=android.os.BinderProxy@aa15cae not found.
07-12 19:34:05.100 12363 12363 I TransferService: Starting Transfer Service to listen for network connectivity changes.
07-12 19:34:05.102 12363 12363 W LogFactory: Truncating log tag length as it exceed 23, the limit imposed by Android on certain API Levels
07-12 19:34:05.129 12363 12363 I TransferService: Registering the network receiver
07-12 19:34:05.133 12363 12363 I TransferService: Moving the service out of the Foreground state.
07-12 19:34:05.134 12363 12363 I TransferService: De-registering the network receiver.
07-12 19:34:22.673 12363 12363 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<androidx.core.view.ViewCompat$2>: java.lang.NoClassDefFoundError: Failed resolution of: Landroid/view/View$OnUnhandledKeyEventListener;
07-12 19:42:10.537 12363 12708 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:42:10.537 12363 12708 I mobile-ffmpeg: 1k tbn, 
07-12 19:42:10.537 12363 12708 I mobile-ffmpeg: 2k tbc
07-12 19:42:10.537 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:42:10.537 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.540 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:42:10.540 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:42:10.540 12363 12708 I mobile-ffmpeg: 2020-03-12T08:43:29.000000Z
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg:     Stream #0:1
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.541 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:42:10.542 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:42:10.542 12363 12708 I mobile-ffmpeg: 2020-03-12T08:43:29.000000Z
07-12 19:42:10.542 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.542 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:42:10.542 12363 12708 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 19:42:10.543 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.559 12363 12654 V FileManager: External storage is readable
07-12 19:42:10.560 12363 12654 V FileManager: Created new directory: /storage/emulated/0/Movies/segment/20200312_194229
07-12 19:42:10.560 12363 12654 V FfmpegTools: Splitting /storage/emulated/0/Movies/raw/20200312_194229.mp4 with 16s long segments
07-12 19:42:10.561 12363 12654 I FfmpegTools: Running ffmpeg with:
07-12 19:42:10.561 12363 12654 I FfmpegTools:   -y -i /storage/emulated/0/Movies/raw/20200312_194229.mp4 -map 0 -c copy -f segment -reset_timestamps 1 -segment_time 16 /storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!%03d.mp4
07-12 19:42:10.580 12363 12708 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x93f7ae00] Found duplicated MOOV Atom. Skipped it
07-12 19:42:10.657 12363 12708 I mobile-ffmpeg: Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/storage/emulated/0/Movies/raw/20200312_194229.mp4':
07-12 19:42:10.658 12363 12708 I mobile-ffmpeg:   Metadata:
07-12 19:42:10.658 12363 12708 I mobile-ffmpeg:     creation_time   : 
07-12 19:42:10.658 12363 12708 I mobile-ffmpeg: 2020-03-12T08:43:29.000000Z
07-12 19:42:10.659 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.659 12363 12708 I mobile-ffmpeg:     major_brand     : 
07-12 19:42:10.660 12363 12708 I mobile-ffmpeg: mp42
07-12 19:42:10.660 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.661 12363 12708 I mobile-ffmpeg:     minor_version   : 
07-12 19:42:10.661 12363 12708 I mobile-ffmpeg: 1
07-12 19:42:10.662 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.663 12363 12708 I mobile-ffmpeg:     compatible_brands: 
07-12 19:42:10.663 12363 12708 I mobile-ffmpeg: mp42mp42
07-12 19:42:10.663 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.663 12363 12708 I mobile-ffmpeg:   Duration: 
07-12 19:42:10.664 12363 12708 I mobile-ffmpeg: 00:01:00.02
07-12 19:42:10.664 12363 12708 I mobile-ffmpeg: , start: 
07-12 19:42:10.664 12363 12708 I mobile-ffmpeg: 0.000000
07-12 19:42:10.665 12363 12708 I mobile-ffmpeg: , bitrate: 
07-12 19:42:10.666 12363 12708 I mobile-ffmpeg: 9328 kb/s
07-12 19:42:10.666 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.666 12363 12708 I mobile-ffmpeg:     Stream #0:0
07-12 19:42:10.666 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:42:10.666 12363 12708 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, 8399 kb/s
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg: , 
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg: 29.97 fps, 
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg: 1k tbn, 
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg: 2k tbc
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg: 2020-03-12T08:43:29.000000Z
07-12 19:42:10.667 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.668 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:42:10.668 12363 12708 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:42:10.668 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.668 12363 12708 I mobile-ffmpeg:     Stream #0:1
07-12 19:42:10.668 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:42:10.668 12363 12708 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:42:10.668 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:42:10.668 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.668 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:42:10.669 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:42:10.669 12363 12708 I mobile-ffmpeg: 2020-03-12T08:43:29.000000Z
07-12 19:42:10.669 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.669 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:42:10.669 12363 12708 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 19:42:10.669 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.673 12363 12708 I mobile-ffmpeg: [segment @ 0x93e83000] Opening '/storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!000.mp4' for writing
07-12 19:42:10.674 12363 12708 I mobile-ffmpeg: Output #0, segment, to '/storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!%03d.mp4':
07-12 19:42:10.674 12363 12708 I mobile-ffmpeg:   Metadata:
07-12 19:42:10.674 12363 12708 I mobile-ffmpeg:     compatible_brands: 
07-12 19:42:10.674 12363 12708 I mobile-ffmpeg: mp42mp42
07-12 19:42:10.674 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.674 12363 12708 I mobile-ffmpeg:     major_brand     : 
07-12 19:42:10.674 12363 12708 I mobile-ffmpeg: mp42
07-12 19:42:10.674 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.674 12363 12708 I mobile-ffmpeg:     minor_version   : 
07-12 19:42:10.675 12363 12708 I mobile-ffmpeg: 1
07-12 19:42:10.675 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.675 12363 12708 I mobile-ffmpeg:     encoder         : 
07-12 19:42:10.675 12363 12708 I mobile-ffmpeg: Lavf58.42.100
07-12 19:42:10.675 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.675 12363 12708 I mobile-ffmpeg:     Stream #0:0
07-12 19:42:10.675 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:42:10.675 12363 12708 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, q=2-31, 8399 kb/s
07-12 19:42:10.675 12363 12708 I mobile-ffmpeg: , 
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg: 29.97 fps, 
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg: 16k tbn, 
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg: 1k tbc
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg: 2020-03-12T08:43:29.000000Z
07-12 19:42:10.676 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.677 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:42:10.677 12363 12708 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:42:10.677 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.677 12363 12708 I mobile-ffmpeg:     Stream #0:1
07-12 19:42:10.677 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:42:10.677 12363 12708 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:42:10.677 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg: 2020-03-12T08:43:29.000000Z
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg: PittaSoft Sound Media Handler
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg: Stream mapping:
07-12 19:42:10.678 12363 12708 I mobile-ffmpeg:   Stream #0:0 -> #0:0
07-12 19:42:10.679 12363 12708 I mobile-ffmpeg:  (copy)
07-12 19:42:10.679 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.679 12363 12708 I mobile-ffmpeg:   Stream #0:1 -> #0:1
07-12 19:42:10.679 12363 12708 I mobile-ffmpeg:  (copy)
07-12 19:42:10.679 12363 12708 I mobile-ffmpeg: 
07-12 19:42:10.679 12363 12708 I mobile-ffmpeg: Press [q] to stop, [?] for help
07-12 19:42:10.679 12363 12708 I mobile-ffmpeg: frame=    1 fps=0.0 q=-1.0 size=N/A time=00:00:00.00 bitrate=N/A speed=  21x    
07-12 19:42:10.871 12363 12708 I mobile-ffmpeg: [segment @ 0x93e83000] Opening '/storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!001.mp4' for writing
07-12 19:42:11.426 12363 12708 I mobile-ffmpeg: [segment @ 0x93e83000] Opening '/storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!002.mp4' for writing
07-12 19:42:11.426 12363 12708 I mobile-ffmpeg: frame=  964 fps=0.0 q=-1.0 size=N/A time=00:00:32.12 bitrate=N/A speed=43.4x    
07-12 19:42:11.607 12363 12708 I mobile-ffmpeg: [segment @ 0x93e83000] Opening '/storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!003.mp4' for writing
07-12 19:42:12.207 12363 12708 I mobile-ffmpeg: frame= 1800 fps=1179 q=-1.0 Lsize=N/A time=00:01:00.01 bitrate=N/A speed=39.3x    
07-12 19:42:12.207 12363 12708 I mobile-ffmpeg: video:61542kB audio:345kB subtitle:0kB other streams:0kB global headers:0kB muxing overhead: 
07-12 19:42:12.207 12363 12708 I mobile-ffmpeg: unknown
07-12 19:42:12.209 12363 12708 I mobile-ffmpeg: 
07-12 19:42:12.212 12363 12654 V FileManager: External storage is readable
07-12 19:42:12.212 12363 12654 V FileManager: Directory already exists: /storage/emulated/0/Movies/segment/20200312_194229
07-12 19:42:12.212 12363 12654 V VideoManager: Retrieving videos from /storage/emulated/0/Movies/segment/20200312_194229
07-12 19:42:12.213 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!000.mp4
07-12 19:42:12.219 12363 12654 V VideoManager: videoFromCursor
07-12 19:42:12.224 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!001.mp4
07-12 19:42:12.229 12363 12654 V VideoManager: videoFromCursor
07-12 19:42:12.231 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!002.mp4
07-12 19:42:12.236 12363 12654 V VideoManager: videoFromCursor
07-12 19:42:12.238 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/segment/20200312_194229/20200312_194229!003.mp4
07-12 19:42:12.249 12363 12654 V VideoManager: videoFromCursor
07-12 19:42:12.253 12363 12654 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:42:12.255 12363 12654 W NearbyFragment: Sending 20200312_194229!000.mp4 to Galaxy S8 [2802]
07-12 19:42:12.279 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:42:13.261 12363 12654 V DownloadTestVideosTask: Starting DownloadTestVideosTask
07-12 19:42:13.264 12363 12654 V DashDownloadManager: Started downloading: 20200312_194330.mp4
07-12 19:42:16.439 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:42:16.559 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@450ac22)
07-12 19:42:16.560 12363 12363 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_194229!000.mp4
07-12 19:42:16.561 12363 12363 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:42:16.562 12363 12363 W NearbyFragment: Sending 20200312_194229!001.mp4 to Shark 1S [34d8]
07-12 19:42:16.574 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:42:16.614 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:42:20.194 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:42:20.345 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=a6Kd, payload=com.google.android.gms.nearby.connection.Payload@f10d3e9)
07-12 19:42:20.345 12363 12363 D NearbyFragment: Endpoint{id=a6Kd, name=Shark 1S [34d8]} has finished downloading 20200312_194229!001.mp4
07-12 19:42:20.346 12363 12363 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:42:20.347 12363 12363 W NearbyFragment: Sending 20200312_194229!002.mp4 to Shark 1S [9c8f]
07-12 19:42:20.355 12363 12363 V NearbyFragment: Transfer to Endpoint{id=a6Kd, name=Shark 1S [34d8]} complete
07-12 19:42:20.366 12363 12363 V NearbyFragment: Transfer to Endpoint{id=b1P0, name=Shark 1S [9c8f]} complete
07-12 19:42:25.713 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@24e179c)
07-12 19:42:25.714 12363 12363 V NearbyFragment: Started downloading 20200312_194229!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]}
07-12 19:42:25.715 12363 12363 V NearbyFragment: nextTransfer with selected algorithm: best_or_local
07-12 19:42:25.717 12363 12363 W NearbyFragment: Sending 20200312_194229!003.mp4 to Galaxy S8 [2802]
07-12 19:42:25.740 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:42:25.741 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:42:25.783 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@8bd692b)
07-12 19:42:26.119 12363 12363 V NearbyFragment: Transfer to Endpoint{id=b1P0, name=Shark 1S [9c8f]} complete
07-12 19:42:26.180 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:42:26.181 12363 12363 W NearbyFragment: Completed downloading 20200312_194229!000.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} in 00.466s
07-12 19:42:26.185 12363 12363 V FileManager: External storage is readable
07-12 19:42:26.185 12363 12363 V FileManager: Created new directory: /storage/emulated/0/Movies/segment-sum/20200312_194229
07-12 19:42:26.270 12363 12363 V NearbyFragment: Received a segment of 20200312_194229
07-12 19:42:26.270 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=b1P0, payload=com.google.android.gms.nearby.connection.Payload@f31188)
07-12 19:42:26.271 12363 12363 D NearbyFragment: Endpoint{id=b1P0, name=Shark 1S [9c8f]} has finished downloading 20200312_194229!002.mp4
07-12 19:42:26.271 12363 12363 I NearbyFragment: Transfer queue is empty
07-12 19:42:26.272 12363 12363 V NearbyFragment: Transfer to Endpoint{id=b1P0, name=Shark 1S [9c8f]} complete
07-12 19:42:28.961 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:42:29.157 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@e061721)
07-12 19:42:29.157 12363 12363 D NearbyFragment: Endpoint{id=Hqzs, name=Galaxy S8 [2802]} has finished downloading 20200312_194229!003.mp4
07-12 19:42:29.158 12363 12363 I NearbyFragment: Transfer queue is empty
07-12 19:42:29.258 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=b1P0, payload=com.google.android.gms.nearby.connection.Payload@82a1746)
07-12 19:42:29.259 12363 12363 D NearbyFragment: 20200312_194229!002.mp4 from Endpoint{id=b1P0, name=Shark 1S [9c8f]} contained no activity
07-12 19:42:29.260 12363 12363 V NearbyFragment: Received a segment of 20200312_194229
07-12 19:42:29.260 12363 12363 I NearbyFragment: Transfer queue is empty
07-12 19:42:29.265 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:42:29.274 12363 12363 V NearbyFragment: Transfer to Endpoint{id=b1P0, name=Shark 1S [9c8f]} complete
07-12 19:42:30.903 12363 12363 D NearbyFragment: onPayloadReceived(endpointId=Hqzs, payload=com.google.android.gms.nearby.connection.Payload@3276d07)
07-12 19:42:30.903 12363 12363 D NearbyFragment: 20200312_194229!003.mp4 from Endpoint{id=Hqzs, name=Galaxy S8 [2802]} contained no activity
07-12 19:42:30.903 12363 12363 V NearbyFragment: Received a segment of 20200312_194229
07-12 19:42:30.904 12363 12363 I NearbyFragment: Transfer queue is empty
07-12 19:42:30.935 12363 12363 V NearbyFragment: Transfer to Endpoint{id=Hqzs, name=Galaxy S8 [2802]} complete
07-12 19:42:41.160 12363 12654 V VideoManager: Retrieving video from /storage/emulated/0/Movies/raw/20200312_194330.mp4
07-12 19:42:41.166 12363 12654 D VideoManager: videoCursor is null
07-12 19:42:41.206 12363 12654 V VideoManager: videoFromCursor
07-12 19:42:41.208 12363 12654 W DashDownloadManager: Successfully downloaded 20200312_194330.mp4 in 27.895s
07-12 19:42:41.208 12363 12654 V DownloadTestVideosTask: Entering callback for download completion of 20200312_194330.mp4
07-12 19:42:41.209 12363 12654 V RawFootageEventHandler: onAdd
07-12 19:42:41.212 12363 12654 V FfmpegTools: Retrieving duration of /storage/emulated/0/Movies/raw/20200312_194330.mp4
07-12 19:42:41.224 12363 12708 W mobile-ffmpeg: [mov,mp4,m4a,3gp,3g2,mj2 @ 0x93f7ae00] Found duplicated MOOV Atom. Skipped it
07-12 19:42:41.274 12363 12708 I mobile-ffmpeg: Input #0, mov,mp4,m4a,3gp,3g2,mj2, from '/storage/emulated/0/Movies/raw/20200312_194330.mp4':
07-12 19:42:41.275 12363 12708 I mobile-ffmpeg:   Metadata:
07-12 19:42:41.275 12363 12708 I mobile-ffmpeg:     creation_time   : 
07-12 19:42:41.276 12363 12708 I mobile-ffmpeg: 2020-03-12T08:44:29.000000Z
07-12 19:42:41.276 12363 12708 I mobile-ffmpeg: 
07-12 19:42:41.276 12363 12708 I mobile-ffmpeg:     major_brand     : 
07-12 19:42:41.276 12363 12708 I mobile-ffmpeg: mp42
07-12 19:42:41.277 12363 12708 I mobile-ffmpeg: 
07-12 19:42:41.277 12363 12708 I mobile-ffmpeg:     minor_version   : 
07-12 19:42:41.277 12363 12708 I mobile-ffmpeg: 1
07-12 19:42:41.278 12363 12708 I mobile-ffmpeg: 
07-12 19:42:41.278 12363 12708 I mobile-ffmpeg:     compatible_brands: 
07-12 19:42:41.278 12363 12708 I mobile-ffmpeg: mp42mp42
07-12 19:42:41.278 12363 12708 I mobile-ffmpeg: 
07-12 19:42:41.279 12363 12708 I mobile-ffmpeg:   Duration: 
07-12 19:42:41.279 12363 12708 I mobile-ffmpeg: 00:01:00.02
07-12 19:42:41.279 12363 12708 I mobile-ffmpeg: , start: 
07-12 19:42:41.280 12363 12708 I mobile-ffmpeg: 0.000000
07-12 19:42:41.280 12363 12708 I mobile-ffmpeg: , bitrate: 
07-12 19:42:41.280 12363 12708 I mobile-ffmpeg: 9328 kb/s
07-12 19:42:41.280 12363 12708 I mobile-ffmpeg: 
07-12 19:42:41.280 12363 12708 I mobile-ffmpeg:     Stream #0:0
07-12 19:42:41.280 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:42:41.280 12363 12708 I mobile-ffmpeg: : Video: h264 (avc1 / 0x31637661), yuvj420p(pc, bt709), 1280x720, 8381 kb/s
07-12 19:42:41.280 12363 12708 I mobile-ffmpeg: , 
07-12 19:42:41.280 12363 12708 I mobile-ffmpeg: 29.97 fps, 
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg: 29.97 tbr, 
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg: 1k tbn, 
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg: 2k tbc
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg: 
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg:     Metadata:
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg:       creation_time   : 
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg: 2020-03-12T08:44:29.000000Z
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg: 
07-12 19:42:41.281 12363 12708 I mobile-ffmpeg:       handler_name    : 
07-12 19:42:41.282 12363 12708 I mobile-ffmpeg: PittaSoft Video Media Handler
07-12 19:42:41.282 12363 12708 I mobile-ffmpeg: 
07-12 19:42:41.282 12363 12708 I mobile-ffmpeg:     Stream #0:1
07-12 19:42:41.282 12363 12708 I mobile-ffmpeg: (eng)
07-12 19:42:41.282 12363 12708 I mobile-ffmpeg: : Audio: aac (mp4a / 0x6134706D), 16000 Hz, stereo, fltp, 47 kb/s
07-12 19:42:41.282 12363 12708 I mobile-ffmpeg:  (default)
07-12 19:42:41.282 12363 12708 I mobile-ffmpeg: 
